Country.Name,Country.Code,year,NE.EXP.GNFS.ZS,NE.IMP.GNFS.ZS,NY.GDP.PCAP.PP.KD,PA.NUS.FCRF,PA.NUS.PPP,PX.REX.REER,PWT_PPP,exp_USA_to_i,imp_i_to_USA,exp_CHN_to_i,imp_i_to_CHN,NY.GDP.MKTP.CD,net_exports_ratio,REER_USA,REER_CHN,PPP_WDI,price_deflator,PPP_PWT,import_volume,export_volume,world_export_share,US_REER,CN_REER,US_merch_NX,US_GDP_nominal,CN_NX_GDP,FR_NX_GDP,IE_NX_GDP,MX_NX_GDP,SG_NX_GDP,CH_NX_GDP,UK_NX_GDP,US_real_GDP,CN_real_GDP,World_GDP,CN_ex_to_US_share,import_volume_USA_JPN,export_volume_USA_JPN,world_export_share_USA_JPN,import_volume_USA_DEU,export_volume_USA_DEU,world_export_share_USA_DEU,import_volume_USA_IND,export_volume_USA_IND,world_export_share_USA_IND,import_volume_USA_KOR,export_volume_USA_KOR,world_export_share_USA_KOR,import_volume_CHN_JPN,export_volume_CHN_JPN,world_export_share_CHN_JPN,import_volume_CHN_DEU,export_volume_CHN_DEU,world_export_share_CHN_DEU,import_volume_CHN_IND,export_volume_CHN_IND,world_export_share_CHN_IND,import_volume_CHN_KOR,export_volume_CHN_KOR,world_export_share_CHN_KOR,rel_price_CHN,rel_price_USA,rel_price_JPN,rel_price_DEU,rel_price_IND,rel_price_KOR,rel_price_FRA,rel_price_IRL,rel_price_MEX,rel_price_SGP,rel_price_CHE,rel_price_GBR
China,CHN,1970,2.609658957,2.704515696,523.3092571,2.461809454,1.852877223,288.8791667,0.997120221,20.5844943,274.5577986,81.17723429,653.4822004,554727000000.0,-1.49e-09,104.7521192,96.76713558,1.0145086,1.212027046,0.997570344,156441.6568,971015.2046,0.017526949,104.6837123,98.12426442,-3136439677.0,226345.562,-0.074541195,0.089564377,-0.099069033,0.096488977,-0.020677978,-0.014324297,0.097817687,768608.4629,236842.3225,8690072.388,0.058808721,349746.2359893607,37267.50035563168,0.0152924716075879,136425.55459510788,247046.54227538177,0.1696899412882404,743561.3306993118,757171.5861181561,0.2350480671178001,336561.29082430183,820617.3032656751,0.2416994563450005,574437.5640293696,175738.2743693599,0.227666656287967,315188.81619784003,877291.7694671027,0.2065066049616047,267201.1353824684,31045.419897667787,0.2766414658937792,875431.6438750467,769083.5142245309,0.2876428050070994,1.0,0.9505842592167281,1.011635059574655,0.8348056270789621,1.0900514791101819,0.8804034219128354,1.0229700704360711,0.970472627831839,1.0146798341581331,0.9540809954691364,1.0184566370359007,0.7901615284483541
China,CHN,1971,2.760698318,3.017389297,523.3092571,2.461809454,1.852877223,288.8791667,0.997120221,969.9098522,92.37589179,530.8014153,878.2668715,843812000000.0,6.28e-10,97.11548172,94.59225998,1.15653371,1.159572589,0.928854576,481629.0267,592196.4115,0.021389417,107.0616385,93.86901904,4580994148.0,304626.2042,0.005161791,0.045711746,-0.015029216,-0.019910293,-0.078663511,0.084631804,0.032571296,276400.6789,805652.753,4463540.301,0.575752845,731759.2103102012,41598.80772969386,0.1128432751996752,527946.5378173542,893646.0906609555,0.2512997676242203,147080.8043101201,694979.1519593941,0.163912985514288,812058.334634685,427970.5252650327,0.0210037444946456,631486.2683352389,838563.4033333943,0.215874761367062,797235.4824335331,176078.17240969624,0.2871024730452325,441866.80572015664,506831.1688940397,0.025895732219347,71802.87639662219,61855.96387969928,0.0724109222599583,1.0,0.8084201281085012,0.9211345486851394,0.8863837535699673,0.8416299556024182,0.8978993487358012,0.7237571466896543,0.859859893750957,0.9072598030886623,0.906394610841045,0.8694844234155527,1.0075560858489805
China,CHN,1972,3.184741259,3.427787542,523.3092571,2.245066955,1.852877223,288.8791667,0.997120221,832.4426408,347.7017435,4.049267077,464.6703135,388045000000.0,6.22e-11,95.50792664,108.4357082,1.079074547,1.205333023,1.02838793,332815.6602,347341.2129,0.021604922,88.15206547,100.916696,-1228555106.0,161966.768,-0.071636545,-0.034069768,0.032839421,0.03317428,-0.018245234,-0.078981061,0.069072904,357696.5922,769544.0386,3851091.074,0.186130166,444186.5222328282,704346.2030080503,0.2495155782275898,893412.7999720372,40537.43437290029,0.0562546652441391,695944.2478018003,745438.0140812645,0.2628031720540432,77513.41526001507,675144.2567815272,0.2169873133932981,140846.2878600523,329501.0847142186,0.1850728563519905,608571.7419895504,579390.8789319138,0.289575225440936,222084.4717857759,623045.6020116595,0.0938583330978901,737739.520714406,673967.9190443179,0.171097020911848,1.0,0.8939914306031722,0.8961188378396622,0.7973846704031283,0.9021336113490961,0.9322242052661446,0.8629587812898343,1.0771250765124385,0.8050467388144222,1.1042024078063997,0.879364493063147,0.9952075906021718
China,CHN,1973,4.330631733,3.782704115,523.3092571,1.989415974,1.852877223,288.8791667,0.997120221,212.3391107,193.4655447,128.6464411,290.6608256,905971000000.0,-1.58e-10,102.4595959,104.4081988,1.012241827,1.094835875,0.990232971,864134.4776,633007.3769,0.182469262,104.3202615,108.3547152,-8806442068.0,735139.0396,-0.036653867,0.058352284,-0.019662363,-0.019824087,-0.040774445,0.096514778,0.055607769,250067.4221,970342.1128,4188382.08,0.009247994,69081.11764347267,710505.3073737625,0.0980618394311769,780178.2475693661,501861.9234067841,0.1555062934750232,329911.4620938277,337031.1558544949,0.1451656430191557,488382.68550462165,184044.047335511,0.1733653213389206,622983.0110676613,964754.315854862,0.2338205769038864,118804.41670819523,810843.884079259,0.1123584807998905,254449.3902081166,835737.4918823087,0.2206822742087514,576952.9275600449,466099.61615686666,0.1966538193172272,1.0,0.910754292511566,1.0482715075554767,0.8717271026185327,0.8691753092317138,1.1705551631981714,1.0187869701614296,1.0641314301271212,1.0074445975250141,0.8332464165205851,0.8218027103912591,0.9904871397889785
China,CHN,1974,4.975581169,5.26042223,523.3092571,1.961199999,1.852877223,288.8791667,0.997120221,181.8249672,1115.637183,438.9870315,715.6675753,450282000000.0,-2.69e-09,93.39883396,99.96013679,1.045386134,0.91748177,1.095288601,129974.1639,907085.0424,0.150577944,88.80197971,99.7193349,-2039114893.0,455709.9192,0.025341295,-0.078366895,-0.08284108,0.053638933,-0.001318608,0.075090265,-0.038493592,255427.0175,887358.1257,2539736.463,0.927753079,404063.8127771271,960339.742387222,0.2159289235831394,156707.32403063626,527439.3305119998,0.128673532131945,845663.9912436748,297809.30405438103,0.0402104234155018,958573.4793928966,69441.74815124774,0.2189460591576029,548753.0330402439,183196.92379324947,0.0450471607671398,53864.18330836178,802398.3863681034,0.1163110261110008,333175.71935838833,936953.821733778,0.2123450092662561,272958.1158638212,296759.6983881541,0.1683771858236205,1.0,0.8049182303388005,0.8676441197181596,1.2446469095791546,1.0730885751350514,1.1419002263138878,0.8894962021755687,1.0178381187520134,0.949895886030568,0.9766591566442187,0.9592970658246746,0.9084723769638217
China,CHN,1975,4.591018677,4.567687988,523.3092571,1.859799999,1.852877223,288.8791667,0.997120221,183.4045099,969.7444555,553.5161582,243.7490261,109754000000.0,-4.34e-09,109.1572938,107.3997207,1.033930369,1.210467314,1.032230321,963084.4497,466060.0113,0.180631848,102.0074953,99.99307479,4759908115.0,379755.9794,0.045508722,-0.021536212,-0.087462228,0.005542945,0.031408735,-0.085234744,0.075138454,533398.0192,600096.3627,8462013.711,0.537140419,740615.4516747154,877937.6346887732,0.22133313481902,305990.7298124782,292914.7638619177,0.2612518113187149,622168.8364319148,153227.64991073316,0.0674085225224584,574984.0062377574,583462.6480601345,0.2535601453725291,135326.33914875705,51698.48390351193,0.2733538910208325,381346.10503495735,265095.329488217,0.168332548094742,289031.99394929514,677063.9763066671,0.1127148474005616,284878.56118618685,904913.3473495689,0.113056045049384,1.0,0.9844966155549688,1.1177641064144042,0.8336651382371767,0.9184238566456113,0.9327190127249276,0.845512367380709,0.8957022878588066,1.0672281868141935,1.0347030903393457,0.9087534210923252,1.089298837492605
China,CHN,1976,4.814424515,4.472666264,523.3092571,1.941399999,1.852877223,288.8791667,0.997120221,304.242243,760.0845078,521.5690076,395.0742786,914844000000.0,-3.6e-10,105.8972006,100.3868415,1.161146533,0.973555605,1.081807005,419831.9636,596870.449,0.137790639,106.1243528,96.56350481,-6350165391.0,746763.7513,-0.095145459,-0.055756374,-0.044376697,-0.052495372,-0.007789956,-0.001806723,-0.091447372,198714.7559,191155.8223,4048037.613,0.09244818,190666.81314896492,473379.0707133833,0.0174113744718431,244796.9499580169,783807.183903579,0.0479875627981761,17597.500987022446,607330.9902766481,0.1395807348455559,229648.45961509412,553217.9411757775,0.2895397114595052,212780.8676450618,816977.7338597408,0.2431480385215314,487921.90947760886,550521.1072386613,0.1541728914121813,431338.8483722703,424223.83491666295,0.0539609618284924,137493.04689300747,467839.9282453027,0.1286692873611713,1.0,0.827301565047174,0.8149486185478712,0.7400908581104984,0.8861922477100486,1.0529676868957245,0.8177741852672785,0.96989391432821,0.9136182866249836,0.9060321347056031,0.8469448360313022,0.7936589257335362
China,CHN,1977,4.693963528,4.318330765,523.3092571,1.857823802,1.852877223,288.8791667,0.997120221,524.7564316,1045.752708,179.4154476,70.61074321,182158000000.0,-2.26e-09,97.65412174,95.69357899,0.979693191,1.083553199,0.954429108,421036.2014,344487.4908,0.110498587,100.3242805,99.41262727,-6490964877.0,402379.7881,-0.013976803,0.036745289,-0.066137462,-0.04573878,0.087032102,0.0435119,-0.099926531,389527.8566,535150.5925,5971330.678,0.842921112,183697.2385860176,629647.4465683171,0.2889176798508673,928359.6355768344,593648.3545676327,0.2686089034847575,140862.5254497411,923181.831956138,0.1376850938206601,548225.7546657271,645427.2339484144,0.1459263287607572,535751.203542109,263775.07024382625,0.2832870137351301,741247.1624344236,546794.5314677467,0.0635089036853271,970730.396458871,176433.46891046662,0.1826728393614771,846344.3217022157,88722.87991190699,0.1153105495304368,1.0,0.8671840784489029,0.890947489498271,1.267239989422362,0.9761612071875674,0.9211469481367459,0.9652420713823253,1.014038426648614,1.0459189717896078,1.1137821432506008,1.0160852215211527,1.0573030429482693
China,CHN,1978,6.603506088,7.068079948,523.3092571,1.683599999,1.852877223,288.8791667,0.997120221,431.9450186,964.4064923,569.7433771,22.81566907,387382000000.0,3.73e-11,91.43432735,107.6156204,1.031801981,1.099356707,0.909878117,114695.6524,509899.7345,0.067844809,93.60155413,102.3308321,631027476.8,754994.1459,0.030424919,-0.079510744,0.093018995,-0.048388157,0.076952964,0.047630309,-0.045253474,483934.5186,382325.5486,6206963.213,0.983202738,536235.86010342,462609.9104193033,0.0503127239671031,286493.8771119628,203292.51365364497,0.082578652875042,753005.4538062239,767298.7083814448,0.2787625990179932,256344.26645993543,807486.5550633796,0.1604333039057192,664039.3753397536,129025.68292040347,0.0391943105928733,122622.60526835124,459946.5870837239,0.2734287000450413,417393.61967139057,715422.602190684,0.0976239270728933,800453.4654566717,851566.1739333323,0.213663759712488,1.0,1.0150840890855004,1.0029701668114939,1.0135551348587688,0.9057916191382074,0.8399740502145827,0.9263182680398439,1.0457503812449065,0.968829125556796,1.0580519761572351,0.8768066563733413,1.0333206163906368
China,CHN,1979,8.518140793,9.43936348,523.3092571,1.554999999,1.852877223,288.8791667,0.997120221,291.2291402,223.8840707,189.79927,866.3835732,955056000000.0,-6.38e-10,106.7693619,102.6945502,0.918136163,0.984618513,0.95982436,266709.0927,461542.1818,0.199612828,97.07284398,98.1487878,636551741.9,833679.4558,0.070649195,-0.020594834,-0.069753955,0.006464066,0.040395519,0.081298825,-0.007580494,122093.3049,561167.6338,5693797.535,0.448600662,536509.3112258974,230716.7743010754,0.2180648468980541,177687.97501276582,476474.4718892839,0.1856524176279305,227596.5442542603,986186.0750655718,0.1351002389210043,338279.6654010613,377397.4235450397,0.1108749089547664,177694.4668616693,891926.8195179764,0.0112420789826151,224389.3870800054,964306.179251406,0.0234015446659222,123777.45110580097,292887.47617892426,0.2718132884339969,961684.5296185293,769981.1004428922,0.0716694581338642,1.0,0.994693864378371,1.0956771898766826,1.1328743915296582,1.2956415191327129,1.037714802439385,1.2945509662927852,1.1023152118233253,0.9635152220880336,1.2093939959535174,1.262461780410233,1.1331370388468187
China,CHN,1980,10.64783573,11.01319981,523.3092571,1.498399999,1.852877223,288.8791667,0.997120221,611.8528947,1071.070798,260.3197585,752.3821085,955546000000.0,-9.96e-10,99.42730077,94.81376923,0.774684847,1.063332598,0.998299406,461133.5507,323572.1186,0.078815921,98.69177277,97.73097979,2688019171.0,295896.5591,-0.004935044,-0.044670054,0.061092487,0.040637803,-0.002063018,0.059973087,0.027672579,449499.8498,371531.4172,1024192.581,0.042489608,638056.9489658078,382910.2272837793,0.1200385091362304,460565.98781858414,33134.75365530737,0.1201705425711281,26878.062892837486,991900.1541093864,0.0338546156168923,10123.464200746948,856795.7721060031,0.091219155371404,666668.19303946,667420.6945427055,0.2382047874277985,808627.2733375747,395118.1804939826,0.0532700302913392,122984.99330413388,243104.85832445772,0.0222092315065169,260698.9859922231,872277.7147219783,0.0759224085141998,1.0,1.2975703073226628,1.394406466298159,1.0847261983426921,1.28480495888672,1.1354167445074606,1.2499899058952422,1.3475702371651013,1.3889707281185533,1.0570467270285977,1.590640001249437,1.1633553689478582
China,CHN,1981,12.57527161,12.06847477,543.5143904,1.704533333,1.732620609,256.5491667,0.937218831,139.4938607,647.2106903,597.1931241,626.3767855,616094000000.0,-8.71e-10,106.1890816,99.04830661,1.067545256,1.09660678,1.038643125,936362.2756,555279.7454,0.0994233,99.08877608,102.0163227,6988635882.0,976436.8272,0.093841174,0.001268584,0.017221588,0.08985598,-0.073662544,-0.037813924,-0.079645947,184710.1925,875640.6928,9895108.774,0.117545941,850937.4761370117,112845.3901400195,0.261784537397033,615663.2672961213,27727.63942542812,0.2804955168438136,741048.8675670037,439728.3773376634,0.1488542949617856,887288.5957322594,67732.80314750495,0.180710757276764,320282.4071256595,49995.90533385521,0.2958337514767374,113570.12581317768,283337.2076662976,0.0366665913372636,616520.2345422894,378261.64897780487,0.1409189210368406,713808.1776877225,461028.07834410353,0.1816641775397168,1.0,1.0075757481517018,1.021880863475075,0.9715468765101233,0.998512270097147,0.8352732195551997,0.9141345367001471,0.8285130911583574,0.8394659457884378,0.8606580618817344,0.8744353681995098,0.9067894466855276
China,CHN,1982,12.25776768,10.11663055,584.3056081,1.892541666,1.629068007,244.8916667,0.900179455,292.1446485,968.9281862,519.7063192,368.05765,668653000000.0,-7.85e-10,92.02786171,95.62190873,1.090289895,1.038360008,1.25348904,189653.4372,379342.7434,0.081866583,98.9855158,95.40997615,4489106497.0,246122.1531,-0.04687349,-0.030020464,0.013857384,0.038817475,-0.020597267,-0.000313043,0.034602027,544220.678,859894.3126,9148074.181,0.381653747,727210.7716120289,669861.8478050426,0.2985386982428831,166927.1087860989,737537.2296862743,0.0672830218892145,675851.4839934936,521614.39928474586,0.2166944326565058,141203.370426502,156789.59233440182,0.1154193695341997,831254.0356335129,162647.58872664435,0.2238917105372905,69334.25553879702,651762.9183752759,0.046550496698986,653807.6217968246,824674.7116916572,0.2535198040933616,941058.0186928856,320984.4350180369,0.2961975728558525,1.0,0.9290940305376306,1.0533585326863917,0.9988985434006982,0.8505772191899477,0.908211877906105,0.831360005404801,0.8325366245827674,0.9379560314094263,0.8786363520318603,0.8099117858925035,1.0030534704717227
