country,year,IRA,GTI,FDI,PGDP,HC,IS,UR,GRD,GRDP,ER
POL,2000,42881.130174151374,4.1272126982918325,-5.189018127887794,47916.41643748357,17.65572412378649,34.00602370744345,60.41105524012818,3.2485248687753447,1.2577814203754745,6.630562179520998
POL,2001,33315.95765614916,3.606685050120147,-4.657885017980132,26785.14103553568,18.11775632273105,35.97978265026443,71.00833361192856,3.698205851131692,1.241619334712995,6.0660760388797295
POL,2002,923.262384595906,5.028737429981781,-5.712949524851961,21130.29585514396,16.43448631999682,37.45866458019431,57.39468185377645,4.582718447036815,1.271967366562976,6.779344356621065
POL,2003,16484.685759165695,2.85051557512494,-4.128955874760795,24362.125594101228,16.765544499371977,39.7503786227492,41.18245166772418,4.616246526630863,1.2657097355552702,6.18068470022573
POL,2004,33363.21788472758,5.5895968982275255,-4.366566790093106,31296.10930483928,16.630897993603817,41.85424205872092,74.46080510278404,4.763434261965475,1.2659821689395747,5.937591948775731
POL,2005,-3644.026083402634,3.917840553930189,-5.391326027682051,24048.399558160218,14.233561383028944,39.04645741603584,70.42980237300321,2.7558171437416474,1.2613501825868043,6.252342538256293
POL,2006,20576.172777262604,3.559377156516705,-3.5646300763973384,34308.181457415645,16.948722499251307,44.50919340894383,89.4740968364225,3.653609671618834,1.268975636247723,7.111551245384228
POL,2007,3250.9941140150117,3.6005994592507724,-5.875693761892693,22957.213278134503,15.922561147342025,33.13870560612092,45.534397383524734,2.766596227977938,1.255467532102423,5.811599756816571
POL,2008,33110.6637649502,5.414576733329479,-3.796127692050785,24446.08583399424,17.04561948748566,55.776957703626685,77.37557730152896,4.662862845198978,1.2680266999945469,6.568976551725973
POL,2009,16535.905854624605,8.636666089243024,-4.515620816798719,36130.947046890935,14.76937968523903,49.85580174917459,64.68843732998313,4.014278675152407,1.2593292057177068,6.207834683961852
POL,2010,15735.760151237762,4.479708195253175,-5.008647242640443,27554.70854059109,16.664287251958402,46.74394138807028,76.68094796284677,4.414963804878111,1.2550068565901276,6.68235955557098
POL,2011,36974.134265485525,4.405203358480858,-3.232795350293536,28599.57861317388,15.169425637618737,47.94904172136851,67.63149600678379,4.628391475996241,1.256772607147492,5.680234265339681
POL,2012,38477.54345690676,3.463843699794225,-6.254056762959383,10324.79853036315,12.572771065600412,18.951566467286675,22.11086486777944,2.7839930996877458,1.2287814009877378,4.94583685697674
POL,2013,54980.396570692064,5.86592360495392,-4.040280109324656,23071.0049130448,17.575735006901162,42.18317946371421,51.65250969035876,4.116640475361092,1.2741864267398872,6.172477617628243
POL,2014,17040.921101482934,2.222660154141036,-6.672361914917852,32121.000132604684,15.286860768857409,21.437149114251486,44.165921272262864,3.010840880064896,1.241236366323794,5.670726875717047
POL,2015,-400.64852929867993,5.027724204231478,-6.083651749505776,37821.504569385885,16.719376927595302,26.671320950066715,72.33168129385618,2.570979649895361,1.2515671308581515,5.887818156264318
POL,2016,18181.96457822408,2.2884060849495693,-6.197943521244344,25146.420264117925,14.37597931717863,40.07037120245151,62.03628257857512,2.8910252685116804,1.2515906166431194,6.570874977147794
POL,2017,34039.293390691964,5.403511214559471,-5.814261866767547,46039.14077215245,19.03051649416076,40.03678160029683,64.76490586090439,3.927221166638248,1.253346958854574,6.03298076195295
POL,2018,31446.874339864946,2.836813063226668,-5.325390301659883,28800.762011863008,16.909165699472112,24.08072743008342,44.56312771267121,4.14919757608778,1.2457691343833928,6.3087337169491935
POL,2019,12763.986900919836,5.693728803623264,-5.162732733447784,19562.109747316703,18.014614073842548,35.95534500049296,83.6405578843128,4.430790497728689,1.2595743844848926,5.965100488072429
AUS,1993,61499.1629282445,5.385658996258002,-1.493402564449445,22225.871071541773,7.334860749839533,23.07919026297666,68.15886143322822,2.745372731846045,-3.451757013862986,2.860306880783545
AUS,1994,24567.844493107103,3.075850084146872,-2.467069286679367,10688.844737406216,7.851796232847038,27.507271865687105,60.45328572999082,1.9885901503230563,-3.4336308475954045,2.5134121070981084
AUS,1995,24962.368430852734,6.308560451031092,-1.7964959887656278,23775.43904408767,5.72377164464659,41.77482574115773,72.52637094523756,2.222407137733515,-3.429396070443932,3.2647812899394903
AUS,1996,12865.400343119854,3.1672145126132216,-3.723149412959376,7348.956545211557,4.8229929017178605,10.71100771455243,76.7346908419686,1.7242775243525603,-3.46563086573666,2.8013730386602425
AUS,1997,22425.771502980373,5.316274875713226,-1.0719769724644783,35932.05847186349,7.767570210218364,34.30778969281202,59.425519715023015,2.893316964274743,-3.427479633674414,2.8133544301000324
AUS,1998,28269.65013276277,5.129833928713209,0.0342881443354876,33437.28570592941,6.924892137569526,31.857104075871472,73.27162852738704,1.1379719966902997,-3.4430369003764283,2.9237138159303453
AUS,1999,19876.26914169863,3.533052598716189,-2.7042280556064817,23820.594019550896,4.912711424243971,18.87166746682689,52.65288997912714,2.545816178004056,-3.436092685977126,2.8847835588428192
AUS,2000,26400.64384934471,3.793826834846474,-1.0457561265599171,28530.349809744395,6.685143300779072,40.78738548214024,72.01123154886292,2.72756921477205,-3.4499521418878847,2.9672547806627545
AUS,2001,5300.01715217922,5.256642385480337,-2.1513197061903933,8582.80053690703,5.3917884147319874,21.15879665773096,66.3399491706772,2.469249244677833,-3.4470394278110894,2.9089656998836557
AUS,2002,-27505.71306807716,2.4935876574648947,-4.048523101103399,5560.601165429747,5.587055995581297,21.64395170036361,37.870054257960064,2.1059861849544257,-3.4518549784529733,1.870700181571484
AUS,2003,9606.274916129883,3.310689191528762,-1.849122717364291,32962.60449405494,6.53026699417316,7.858816155035541,65.33050316929682,2.460989741181664,-3.4492985861115595,2.5092589642462224
AUS,2004,-7958.147627794777,2.3720728961880555,-3.039625405746338,18316.528175303887,5.591679019387168,8.42112786518021,47.54270195562508,1.1724064782643482,-3.4465255652587268,2.7709468148445326
AUS,2005,45813.92165886756,3.2751456695339805,-1.7823089794003373,21487.39398167664,6.429479213455865,31.60219081551191,68.9759140959467,2.358595008581198,-3.426834914979702,3.0684946233991743
AUS,2006,15910.29993864968,4.380609882675554,-1.176849614694885,36314.85682402438,6.18347044383271,13.15877275966534,50.37298655786854,2.30454820718854,-3.457709190275849,2.4496620120332144
AUS,2007,13196.579218903504,5.43163689101143,-3.04823442278901,10936.886829392255,5.3111219836370855,28.79527861609569,75.39940778563998,1.470148201949146,-3.4399737601862954,2.016443558051927
AUS,2008,8767.704878174656,4.831213233301421,-1.3418598321459827,21145.42299010173,6.976630204630837,10.61723374010781,60.70105758071573,1.3326791536318787,-3.451101297178632,1.898695502672868
AUS,2009,28304.512791801208,5.284390675628794,-2.2622908973484304,35105.74414245658,7.198702919730544,29.27789833433313,99.56223747272344,2.1187680441699213,-3.436405427326594,2.695143429878464
AUS,2010,14423.416642260114,4.499692515884157,-2.258439136949506,20882.68363485808,6.303632458022441,36.066970659651744,78.1717231803736,2.4818360020906085,-3.446736750977256,2.7262733966120547
AUS,2011,36269.76221190552,6.205108138069262,-0.987263264208582,33184.454167368065,7.136028914997352,40.49936735270421,86.24488911102507,1.6936807120362631,-3.428783425431821,3.2961492897786453
AUS,2012,6692.245486637339,3.2559666061626946,-3.046095735569475,18138.71666056109,3.603555354604421,22.295344317879763,44.79071432960824,1.602137825488768,-3.4534749520116104,2.324364672997593
AUS,2013,4840.861320637177,4.367989863346801,-1.7961438539763623,35736.06474619023,9.077206189706468,11.019360141788674,70.88258322412517,1.844312414781682,-3.457876332945541,2.930429411573316
AUS,2014,39983.11512014002,4.482335217010424,-1.3995249206610998,32921.54440075197,7.610934485377383,39.680556232671634,79.20499340091925,3.015561661538589,-3.4237185217916264,2.927017580682906
AUS,2015,33846.085431200685,3.842387223391846,-0.3210965613630687,40487.72543116831,6.690735070859263,13.348590301219094,70.38228345535933,1.687538786046031,-3.436584811146236,3.372355718835252
AUS,2016,22401.01375366377,4.304895761321629,-1.5822803968690635,33292.42840354808,3.4865413358063835,28.227991328600385,73.21299455577973,2.095684531335449,-3.4328691638965254,2.5979425422614515
AUS,2017,31505.098298922585,7.329254528470078,-1.2677114403117309,19434.47567060483,6.709847748199652,16.4201357812288,78.5363100665727,3.490099131143685,-3.4303892488779626,3.030351809171328
AUS,2018,10326.234998845071,6.022565797043125,-1.0561728545083335,35442.6278988283,7.277984941866126,32.38628828995101,78.74066903299116,2.2474825567121464,-3.4233668310494494,2.9768815729622395
AUS,2019,29000.933618803945,4.170753504321458,-1.476175724853663,10699.009868588992,4.735006757973867,24.44524333186189,44.94243962106687,3.717284774450051,-3.457248321310168,2.642846494856084
CZE,1993,15446.984477532216,4.68681069003229,1.7479040117356366,41720.60803352985,11.592763275179742,24.26901328081891,67.57192594941664,5.050336552118903,-1.5266824355498478,2.3961733729382613
CZE,1994,23952.66469330456,6.736063567236303,-1.412059034649352,31037.79886178768,12.024823701764705,33.35432852773706,61.58264851332976,4.206707168127185,-1.5103529817521442,1.727159772690384
CZE,1995,44444.63323648836,9.418709305167871,2.443409794172132,48764.36129211768,11.73219432912148,30.491974701948152,98.3695813032965,5.786665969373803,-1.5097283669091088,3.0949822936753577
CZE,1996,27612.92613057137,5.753432256575273,1.009565780258324,30491.54717677022,10.5611992255947,28.36594364844825,93.09832964922956,5.998852618137264,-1.529317366627716,2.780204319851478
CZE,1997,30140.835579353963,5.679694230491359,0.1661819121588181,17399.75154201461,10.89723533322125,26.117720389668555,63.36131491600741,4.00349407438253,-1.5336387771845408,2.3773921944890857
CZE,1998,36006.415570309204,5.229317931035343,1.481000246606493,14801.046035601745,10.863493301806493,30.9325958167968,53.36827417917458,4.082080400470352,-1.5093385321273236,2.0541659279261437
CZE,1999,7199.106577328406,6.258204353958771,2.6338119656151777,29919.871926603348,13.168820637199724,40.70783371169988,79.94665386370916,4.822351128737262,-1.522847866074196,1.9930045996202572
CZE,2000,36683.80504232447,6.51379446341744,2.5593024179544352,45066.574243602605,12.154593331636926,22.13221807384393,83.05686427275165,4.677769610068968,-1.5107929852683877,2.3981181154922284
CZE,2001,7089.900067808256,5.434998213596928,1.5264807195646206,31523.669658792456,13.333536123815216,15.61628525564528,54.31192448389211,4.45691735942248,-1.5021985296321827,2.7265503420951704
CZE,2002,4009.087735096437,5.435294674456321,0.8169823391512887,21829.034784091957,12.124168343649194,21.554235727408862,60.6021893452756,5.263517209623851,-1.53680216920888,1.830391435138212
CZE,2003,7748.644144155665,4.641840620176758,-0.1593608058832298,28864.51514241793,12.614611830520836,30.63173578773028,52.026404922228345,4.298440470188844,-1.5190476223361622,2.3790053239255493
CZE,2004,39594.48985840589,5.603430999270496,1.3370127726066745,29114.654738042685,12.525818378437013,18.82092091081593,58.99992476418734,4.174499984616929,-1.5245472648335487,3.080607119127467
CZE,2005,37639.307580198845,6.0861541577318565,1.4151852687365407,18819.346700944287,11.78371501189223,28.2658494095567,86.14073426930638,5.054260467460205,-1.5132223454351907,2.703214724973279
CZE,2006,24043.296710849296,4.404367725906548,0.3352495814030951,40086.39308212254,12.839773374490122,30.490608333852247,71.20804717102665,5.174517262706357,-1.5264363101330003,1.7733943701595307
CZE,2007,14276.980582242846,6.384659208786374,1.0527412723489844,39467.38165991774,12.593677652294645,28.515304684171376,90.28071538988208,5.727420260469622,-1.5158658242765706,2.1718316921930194
CZE,2008,6397.856481934663,5.394967675941268,0.3006409506022942,41395.65542761368,9.397946993145784,22.03347284125035,50.050148467409606,4.380465114425827,-1.5204185395933705,2.056989451100007
CZE,2009,27965.50007099012,5.870034975978011,0.8977675727750953,27029.20071469083,12.78123468032904,28.27330901177945,92.07909235100978,5.764847292829105,-1.5107807917202003,1.7046918939201636
CZE,2010,-2256.645814842192,6.501064805290753,0.279193346792987,29028.74207968215,10.599124938858434,27.072009083202605,77.63921833749481,3.63748716616393,-1.529636727474886,1.5244060536596682
CZE,2011,23509.38854319892,4.084170399580768,0.3124961812124662,31131.84890684268,14.217382622822852,28.95634871249085,86.14206030880379,4.93889047944082,-1.5152099892904745,2.431234684860044
CZE,2012,14259.22687221285,7.112800476468093,1.440177930982975,35150.882034221846,11.430722231789176,24.74629404737718,99.04567688098436,4.881823270157723,-1.5044155145708542,2.429759998599192
CZE,2013,32031.4414389916,6.52672805738212,0.8783981787480608,38250.35878665646,10.272996704379498,32.50238896981761,82.84455826713918,5.067535787430863,-1.504935751133494,2.6071543514242723
CZE,2014,17771.19109600003,6.2591685404284885,1.7876759154647242,37036.92660009109,11.959942217330704,19.50878837362389,80.19649402001808,4.255974406780041,-1.5252869178944386,2.184135937008968
CZE,2015,20873.91096712213,5.015668371609232,-0.2632570529311544,20434.042405108445,10.942980066180464,25.32046584845181,63.9304853016758,3.560665281312982,-1.52249191463812,2.3322214083772423
CZE,2016,13183.831009549089,4.8311641531235,-0.1023370935684235,20644.38560698263,14.066012969434016,15.517778039099642,67.68106837467866,3.893024047666037,-1.5276875516579032,1.9168882499329465
CZE,2017,32026.314654365957,6.6288431390406055,1.1526239291937004,37595.71358209233,13.430844330059283,23.061079936057983,82.27992933971956,4.491264354185317,-1.5084059550482205,2.9753166750214586
CZE,2018,26063.824626219022,5.811460035746897,0.5354301392919742,27427.01884649902,12.823050662882348,20.31117074701016,69.56404867421293,3.4023829342748773,-1.5188876199188306,1.907019411357683
CZE,2019,236.22788824157035,6.0256930258896535,0.86284440645417,23508.38797053604,10.995607272403792,42.798003498844,65.2865243654597,4.417547305785172,-1.5150601855382275,2.4317943678600864
SVK,1993,30896.981490569637,6.291119680472223,7.431488294389408,34719.5185435281,13.236280053822972,28.99735562482112,90.1891423104766,-0.4413411686279782,3.051213187890779,-4.216626294139725
SVK,1994,26105.85468620422,4.521877292993873,7.034622579413012,14810.273593909937,12.613218133833747,31.362369717873776,85.18069807450763,0.071323431275956,3.0581945001157784,-5.008112789145518
SVK,1995,29146.04691977231,4.092397346266832,6.17591253288791,36428.45985920902,12.680101298901532,49.828116521339766,72.02538195231178,1.0214469027007118,3.043101545262929,-4.82178302745021
SVK,1996,-4339.366279006572,4.489194191661095,5.370498774414102,32311.2630872761,10.38325302633003,20.689352627658053,67.78790132951987,0.6554047595787176,3.0277547798861844,-4.50589027885994
SVK,1997,33116.51663917933,4.948999090301578,7.14595358862749,30721.777692020587,15.36425648302446,34.60041806462796,80.72086943110962,0.0769570301682629,3.0315015448265386,-4.635884938056154
SVK,1998,23485.491715332395,6.68892403167494,7.162099793088713,33131.98484338296,12.495037131631838,37.36360881971468,73.5909575328638,0.6971595971229736,3.0603161321342127,-4.564378654229527
SVK,1999,38117.89113000422,6.325109322923751,7.359284927859107,37509.40744566862,13.179853779200602,34.91038823521194,105.75394634940037,0.0246695733773625,3.0587524687285383,-3.612006548848939
SVK,2000,15157.922149908289,6.105492190380327,6.598796931848789,32418.43845288316,11.916441271121268,17.240049653173163,78.56811333331682,0.912564361116078,3.036541134802753,-4.294239343868344
SVK,2001,18726.85625784296,3.6057391069423934,6.965572126416784,44449.93103058431,10.879349454785553,32.239149429128986,53.12871421350548,-0.2333359088301845,3.044463532949869,-3.978589793490424
SVK,2002,43368.542884140654,7.328182814751489,6.645055133273011,35138.16057937255,10.531714523781552,28.383419988577163,58.14451914197205,0.3288445390496175,3.0378841698541104,-5.080606313536162
SVK,2003,14673.72060373858,3.4029341199464582,6.224809406368749,29458.77796054916,10.891066388188062,20.155029865414,47.47733462271999,-0.1774674377131766,3.038157084646529,-4.753452857473648
SVK,2004,15408.40642795908,4.527464342406596,7.503992034843328,25637.061789371237,11.341207333251573,36.28352191440257,76.12322546279046,-1.520904202540956,3.025260186185205,-5.123721630637887
SVK,2005,33659.432108929286,5.983834223816502,7.2086144874490845,40839.217951383296,11.320622280995286,39.97518230192918,67.08318188600063,0.8797460735618199,3.0417780472330427,-4.356823210438635
SVK,2006,-8112.538913536464,2.6683149700206137,6.45850897509743,29614.27948291607,9.226927254625934,34.05852551368256,47.8979201928762,-0.6893650900270805,3.0298047874976155,-5.49352997876178
SVK,2007,37524.04556532746,7.236546494370375,7.192231914106928,51438.59105955624,12.80478272110408,40.12766459485203,87.09531541657307,-0.20056762123729,3.053853976475976,-3.969671566801642
SVK,2008,17402.832622628885,2.8882001909729347,6.222282748395003,12584.697584728456,9.763098123512098,24.17721492371698,50.92883241631793,-0.5662123279150728,3.031710425721512,-5.8082313249518425
SVK,2009,22524.51055842644,5.619187393534917,7.42466747882035,30217.25777238951,12.0979060623655,19.406087326648624,99.2401660897829,1.16218828654626,3.0450686553964297,-4.560901868586585
SVK,2010,-23948.405523270856,5.01745683646446,6.176724030283802,31880.795773117217,10.524961804773206,20.74050765868072,46.661518353269614,-0.1299588774021336,3.045947934626856,-4.484886471410574
SVK,2011,22813.80078237408,4.580729700085108,5.313284500944329,21616.02984431039,11.908165465469995,24.82450795042374,88.81972062191396,0.562657933387585,3.0353844551645484,-5.293465622503724
