Country,Year,SocialContribRate,GDP_perCapita_PPP,RelWealth,Core_EU,All_EU,Post_Socialist,LATAM,Colonizer,Post1945_Colony
Algeria,2002,20.974313854430473,4388.3136952387285,25.195679825553302,0,0,0,0,0,1
Algeria,2003,19.58144101276415,4604.180971942224,25.136349769970913,0,0,0,0,0,1
Algeria,2004,28.132278096785413,5443.880797656653,30.09412384435548,0,0,0,0,0,1
Algeria,2005,17.903393779065667,4967.0219094076465,26.279999484700873,0,0,0,0,0,1
Algeria,2006,18.366397948470386,5784.572834456333,30.203862012536337,0,0,0,0,0,1
Algeria,2007,24.487099959691243,4909.579136046324,25.51033851901334,0,0,0,0,0,1
Algeria,2008,20.696996269738456,5545.483558100497,28.168307144845052,0,0,0,0,0,1
Algeria,2009,21.443563130889835,5791.26014608713,27.965246349586,0,0,0,0,0,1
Algeria,2010,20.240136138935767,7088.470211650284,34.08315489502623,0,0,0,0,0,1
Algeria,2011,21.42304285832706,5463.958520772399,25.671805358683265,0,0,0,0,0,1
Algeria,2012,24.43494315087626,5860.521678645627,27.564332156042994,0,0,0,0,0,1
American Samoa,1990,20.168823010658933,1206.06661489342,8.809594286004605,0,0,0,0,0,0
American Samoa,1991,24.114532890785163,1308.0815192712398,9.258600774286341,0,0,0,0,0,0
American Samoa,1992,25.10485706993652,1367.4698913964635,9.486483365716513,0,0,0,0,0,0
American Samoa,1993,21.96190066545008,1190.6152836533695,7.893569521343517,0,0,0,0,0,0
American Samoa,1994,27.140687851194194,1168.091754104402,7.684355416707718,0,0,0,0,0,0
American Samoa,1995,19.97042890424232,1128.7727093031717,7.29708777414573,0,0,0,0,0,0
American Samoa,1996,28.33217060004004,1204.6240010557028,7.689406526927887,0,0,0,0,0,0
American Samoa,1997,23.21213947449099,1600.076566559148,10.006388112316392,0,0,0,0,0,0
American Samoa,1998,24.841023236693058,1170.041837263459,7.132547527196809,0,0,0,0,0,0
American Samoa,1999,27.217564995455128,1419.504583583777,8.56797909348118,0,0,0,0,0,0
American Samoa,2000,25.73426290938141,1760.1279394868866,10.388394243472446,0,0,0,0,0,0
American Samoa,2001,23.720776101773804,1711.6683480771585,9.868227672586817,0,0,0,0,0,0
American Samoa,2002,23.60468333275496,1492.6886484967174,8.570331995082038,0,0,0,0,0,0
American Samoa,2003,24.7064280252623,1410.4685315683525,7.700398955882804,0,0,0,0,0,0
American Samoa,2004,23.564847909615455,1497.5896070250144,8.278771849896213,0,0,0,0,0,0
American Samoa,2005,28.680884037837608,1487.3515925725073,7.86942352968924,0,0,0,0,0,0
American Samoa,2006,23.322802393529557,1980.2707745773855,10.339886268959955,0,0,0,0,0,0
American Samoa,2007,26.83935078444554,1583.254960846879,8.226646092038878,0,0,0,0,0,0
American Samoa,2008,24.775728588449702,2294.754137869003,11.656213331112857,0,0,0,0,0,0
American Samoa,2009,29.559542635784155,1876.0821904924514,9.05935829262314,0,0,0,0,0,0
American Samoa,2010,27.790528695415233,1797.3784518117304,8.64224950503382,0,0,0,0,0,0
American Samoa,2011,28.016615363457216,1882.6987042934475,8.845651829515386,0,0,0,0,0,0
American Samoa,2012,25.820373990341654,1629.8404699766877,7.665779010680319,0,0,0,0,0,0
Andorra,1990,23.157059720811844,24980.070733303364,182.46445567647794,0,0,0,0,0,0
Andorra,1991,22.879221024113455,25625.60577536128,181.37803338548625,0,0,0,0,0,0
Andorra,1992,17.287132928304317,23255.738499434003,161.33092057115863,0,0,0,0,0,0
Andorra,1993,16.024451257586854,24021.412977321987,159.25773500535547,0,0,0,0,0,0
Andorra,1994,18.36545456577801,26166.484108586134,172.13764517169835,0,0,0,0,0,0
Andorra,1995,15.517875281733156,29858.52927427769,193.02407572894703,0,0,0,0,0,0
Andorra,1996,16.343005098014473,31467.072106924774,200.861936529778,0,0,0,0,0,0
Andorra,1997,17.33128282633089,24279.35295110181,151.83562700820187,0,0,0,0,0,0
Andorra,1998,19.007079209788277,34075.457714885415,207.723188968053,0,0,0,0,0,0
Andorra,1999,18.820028323539617,30156.272741342244,182.0200634596173,0,0,0,0,0,0
Andorra,2000,17.9379662059876,28917.343556320273,170.67211911002713,0,0,0,0,0,0
Andorra,2001,20.87124152292853,29919.89959672371,172.4962557688766,0,0,0,0,0,0
Andorra,2002,13.398522912511325,35919.48667234648,206.233179427579,0,0,0,0,0,0
Andorra,2003,20.579307858255362,36398.6407688325,198.71698595091146,0,0,0,0,0,0
Andorra,2004,17.70797274670706,30467.883329561864,168.42842234714155,0,0,0,0,0,0
Andorra,2005,19.715791124546307,35795.31310665498,189.38930150799047,0,0,0,0,0,0
Andorra,2006,20.59361247280615,28220.33703900611,147.3510992542492,0,0,0,0,0,0
Andorra,2007,21.5023103083249,37633.196820568686,195.5433579625481,0,0,0,0,0,0
Andorra,2008,15.216940300802005,32161.291900417906,163.36341798411144,0,0,0,0,0,0
Andorra,2009,28.904740645513556,33813.228017532034,163.27970554455214,0,0,0,0,0,0
Andorra,2010,16.818385139313072,30537.31891459974,146.83114121499625,0,0,0,0,0,0
Andorra,2011,18.545606518326867,37813.02388344597,177.66031448969377,0,0,0,0,0,0
Andorra,2012,25.071794612203675,36358.53263484598,171.0084400685696,0,0,0,0,0,0
Angola,1990,28.531941219099792,7698.93412257871,56.236102730187035,0,0,0,0,0,0
Angola,1991,23.10349540960843,6783.33472680709,48.01244206007062,0,0,0,0,0,0
Angola,1992,27.208010096826186,7397.7769810108175,51.32024384242405,0,0,0,0,0,0
Angola,1993,23.51742985191863,7985.49000042847,52.94239150614418,0,0,0,0,0,0
Angola,1994,22.33661834417492,7495.365761997506,49.308673133791494,0,0,0,0,0,0
Angola,1995,21.2644637518389,6584.915848261311,42.56898535382676,0,0,0,0,0,0
Angola,1996,21.208684079928545,8476.926237335092,54.110271653666494,0,0,0,0,0,0
Angola,1997,18.50978146562941,7949.927198632164,49.71640649999671,0,0,0,0,0,0
Angola,1998,17.532662662732992,8442.499428613288,51.46527799702702,0,0,0,0,0,0
Angola,1999,21.347382579742572,8480.04703716019,51.18466440079475,0,0,0,0,0,0
Angola,2000,25.4841249166614,7059.676230482034,41.66668698804847,0,0,0,0,0,0
Angola,2001,27.502141226146527,8434.590685744339,48.62768030121526,0,0,0,0,0,0
Angola,2002,18.912980067391672,10140.65839929328,58.22299862612758,0,0,0,0,0,0
Angola,2003,18.449447443476217,8244.577550153283,45.010955535677276,0,0,0,0,0,0
Angola,2004,20.817795209928715,7768.533078942314,42.94495145215103,0,0,0,0,0,0
Angola,2005,15.693562460330716,10730.631798806853,56.77466362873152,0,0,0,0,0,0
Angola,2006,23.821663480498515,10318.33244516247,53.876664412758636,0,0,0,0,0,0
Angola,2007,23.735615546484766,10218.471305731558,53.095521007521405,0,0,0,0,0,0
Angola,2008,24.112593892698655,8831.329209286821,44.85877400196316,0,0,0,0,0,0
Angola,2009,14.299305561169003,9523.875890620995,45.98956509733897,0,0,0,0,0,0
Angola,2010,18.98322822431892,10323.976547913791,49.640286452335026,0,0,0,0,0,0
Angola,2011,20.356231135932134,11996.433278346693,56.363916188114,0,0,0,0,0,0
Angola,2012,22.60545117154494,10732.628558364375,50.479761821912916,0,0,0,0,0,0
Antarctica,1990,24.54891642486494,3474.84368600313,25.38165197755477,0,0,0,0,0,0
Antarctica,1991,24.365779675012096,3438.9445255989444,24.340848776134994,0,0,0,0,0,0
Antarctica,1992,22.005608360492484,3508.4306248644593,24.33886769423402,0,0,0,0,0,0
Antarctica,1993,28.29671343109963,3430.249302030459,22.74194839665821,0,0,0,0,0,0
Antarctica,1994,24.054884997552556,3971.1174005422545,26.124212759840894,0,0,0,0,0,0
Antarctica,1995,22.930343649913343,3577.987157116584,23.130330955966976,0,0,0,0,0,0
Antarctica,1996,22.14373154836109,3609.7324416553724,23.041795757848817,0,0,0,0,0,0
Antarctica,1997,28.38903316759472,3601.8382333841682,22.524791647018798,0,0,0,0,0,0
Antarctica,1998,20.86592104257284,3844.586155976504,23.43650680392785,0,0,0,0,0,0
Antarctica,1999,21.251281963430248,3705.416051073118,22.36549823466657,0,0,0,0,0,0
Antarctica,2000,23.210316320238338,4107.71630990934,24.24401971604405,0,0,0,0,0,0
Antarctica,2001,18.54700770783147,4128.129313199872,23.79977404518754,0,0,0,0,0,0
Antarctica,2002,25.521670269328375,3860.895263365904,22.16748565657647,0,0,0,0,0,0
Antarctica,2003,25.111013766667025,4527.082532991166,24.71543379381739,0,0,0,0,0,0
Antarctica,2004,23.39696114664906,5055.031535463073,27.94454006612928,0,0,0,0,0,0
Antarctica,2005,23.874877207058603,4217.251015814027,22.313039190049405,0,0,0,0,0,0
Antarctica,2006,21.39757289072991,5597.478560356212,29.226958479643606,0,0,0,0,0,0
Antarctica,2007,22.870319377015626,5136.7372395340635,26.690659674194055,0,0,0,0,0,0
Antarctica,2008,20.63194245478527,5810.080081358325,29.512326301785368,0,0,0,0,0,0
Antarctica,2009,21.544038033563854,5799.140759599601,28.003300813157455,0,0,0,0,0,0
Antarctica,2010,23.32818570290612,4918.19689772226,23.647932722324224,0,0,0,0,0,0
Antarctica,2011,28.485873729001653,5565.585922689058,26.14929047706303,0,0,0,0,0,0
Antarctica,2012,23.29570296284929,5665.019475665186,26.644808612631003,0,0,0,0,0,0
Armenia,1990,23.85999149398738,10821.486737273757,79.04447942552999,0,0,0,0,0,0
Armenia,1991,19.92469037225086,8793.793923994464,62.24247192099275,0,0,0,0,0,0
Armenia,1992,19.32031768044033,9616.357328862221,66.711095003253,0,0,0,0,0,0
Armenia,1993,19.647601597518815,9601.391688627877,63.655534945995974,0,0,0,0,0,0
Armenia,1994,22.862290691068846,11053.126248411576,72.71359485253613,0,0,0,0,0,0
Armenia,1995,20.128482755525752,10902.093504306838,70.47790274091761,0,0,0,0,0,0
Armenia,1996,20.83646174620996,12637.451631218128,80.6679121216768,0,0,0,0,0,0
Armenia,1997,19.430859682180824,12463.765616383327,77.94456759445684,0,0,0,0,0,0
Armenia,1998,25.229775530817523,12067.184119407195,73.56127064003952,0,0,0,0,0,0
Armenia,1999,19.802754328354833,9099.68348549647,54.924724275417105,0,0,0,0,0,0
Armenia,2000,24.725949363770006,12787.813532616927,75.47454108794143,0,0,0,0,0,0
Armenia,2001,21.274348056199106,12546.350003063726,72.33307692420567,0,0,0,0,0,0
Armenia,2002,24.626117057011985,14734.273025530963,84.59742201574058,0,0,0,0,0,0
Armenia,2003,21.609201905662005,11731.297124705552,64.04656758260744,0,0,0,0,0,0
Armenia,2004,26.13001689950415,13533.056638321172,74.81160914500992,0,0,0,0,0,0
Armenia,2005,20.52231017497676,14522.882132556515,76.83906814203534,0,0,0,0,0,0
Armenia,2006,15.270587244427787,13889.398689731706,72.52281083970267,0,0,0,0,0,0
Armenia,2007,22.669725247134465,15271.39209657845,79.35066759185148,0,0,0,0,0,0
Armenia,2008,20.211673396421617,15963.966287400692,81.0890341522324,0,0,0,0,0,0
Armenia,2009,19.376629316339322,14613.160677191061,70.5650632116471,0,0,0,0,0,0
Armenia,2010,19.22909495047481,13122.298273463757,63.095323995030995,0,0,0,0,0,0
Armenia,2011,23.873929214578432,12518.260109433251,58.81566189366135,0,0,0,0,0,0
Armenia,2012,27.257656656298472,12325.005692656321,57.96933607043865,0,0,0,0,0,0
Aruba,1990,18.848027326000633,11574.422837053613,84.54422668694752,0,0,0,0,0,0
Aruba,1991,18.72082261147764,10629.583716207573,75.23619176276573,0,0,0,0,0,0
Aruba,1992,20.623873253398962,11328.594106944238,78.58931317510292,0,0,0,0,0,0
Aruba,1993,21.440889758995723,10961.579804607874,72.6733424636754,0,0,0,0,0,0
Aruba,1994,23.234706059868614,9309.654506076644,61.244070750501564,0,0,0,0,0,0
Aruba,1995,24.645838399656263,10353.190268324837,66.92945134812486,0,0,0,0,0,0
Aruba,1996,21.18613275804542,10848.561368742581,69.24899265121779,0,0,0,0,0,0
Aruba,1997,28.137577614149542,13408.798630614374,83.85451422887529,0,0,0,0,0,0
Aruba,1998,20.270625440087706,12506.166652237354,76.23729783778776,0,0,0,0,0,0
Aruba,1999,18.86815383321577,11360.612469770136,68.57145179791343,0,0,0,0,0,0
Aruba,2000,20.51347092969909,11303.299123201672,66.71283655547599,0,0,0,0,0,0
Aruba,2001,20.18473691754073,14940.023549380927,86.13324770813234,0,0,0,0,0,0
Aruba,2002,21.49945892571605,11078.576062524768,63.608090665275,0,0,0,0,0,0
Aruba,2003,21.160533217899438,13006.266786969876,71.00721564837158,0,0,0,0,0,0
Aruba,2004,21.09633081306034,14119.934334544067,78.05590686718348,0,0,0,0,0,0
Aruba,2005,18.514476962897668,14360.641114534874,75.98066768643629,0,0,0,0,0,0
Aruba,2006,21.370546000901992,16211.02235373306,84.64505440016886,0,0,0,0,0,0
Aruba,2007,18.495673047978965,14405.936179274493,74.85372950165774,0,0,0,0,0,0
Aruba,2008,22.748082295257912,14802.575092837307,75.18974267638036,0,0,0,0,0,0
Aruba,2009,16.10593144510233,12815.323660613709,61.883540745597976,0,0,0,0,0,0
Aruba,2010,19.28420984841179,15134.623433095403,72.77109155375732,0,0,0,0,0,0
Aruba,2011,16.84416001697879,15388.348100366933,72.30045318287637,0,0,0,0,0,0
Aruba,2012,21.661422095380047,13086.325994404106,61.55012406598183,0,0,0,0,0,0
Austria,1990,22.76364815172691,3076.73707225704,22.47372159761624,1,1,0,0,0,0
Austria,1991,30.039561817554457,3787.579858253464,26.808489602264107,1,1,0,0,0,0
Austria,1992,24.77577188322293,4654.428532015113,32.288944073779476,1,1,0,0,0,0
Austria,1993,27.13722892001146,5002.73871406142,33.16727609558998,1,1,0,0,0,0
Austria,1994,26.945295998540757,3389.834093077469,22.300208766435787,1,1,0,0,0,0
Austria,1995,22.29098918312691,4538.893267945544,29.34222479043126,1,1,0,0,0,0
Austria,1996,25.33065778859872,3743.4870010764485,23.895583480256338,1,1,0,0,0,0
Austria,1997,23.572814535034865,3573.784112621701,22.349349779819462,1,1,0,0,0,0
Austria,1998,19.528305834564733,4219.973048462235,25.724856473545955,1,1,0,0,0,0
Austria,1999,22.77972838429119,5157.324220118225,31.129061932802966,1,1,0,0,0,0
Austria,2000,25.790236453457318,4753.753018121244,28.056972098708293,1,1,0,0,0,0
Austria,2001,24.41740558476711,4761.957040005467,27.453961096284324,1,1,0,0,0,0
Austria,2002,24.55851133422261,5275.761052362329,30.29099456943313,1,1,0,0,0,0
Austria,2003,28.273556350451464,5104.567865941366,27.868192863133682,1,1,0,0,0,0
Austria,2004,22.435730250263475,5730.110654876037,31.676420939255173,1,1,0,0,0,0
Austria,2005,24.99922341710657,4714.1493546472575,24.942076936742847,1,1,0,0,0,0
Austria,2006,27.94522873749265,5382.343354296887,28.103640602280382,1,1,0,0,0,0
Austria,2007,24.91652844042953,5931.55902279324,30.82058042531485,1,1,0,0,0,0
Austria,2008,20.151727344971405,5489.476720938865,27.883820179037404,1,1,0,0,0,0
Austria,2009,24.21149075427654,5483.488496438605,26.479056852874344,1,1,0,0,0,0
Austria,2010,26.77247177512281,4799.826507236884,23.078777991693208,1,1,0,0,0,0
Austria,2011,16.413187206101423,7158.082819020074,33.6314611783036,1,1,0,0,0,0
Austria,2012,23.590444380466078,5162.99184885318,24.28357577095775,1,1,0,0,0,0
Azerbaijan,1990,18.537151064861998,18486.624514707262,135.0337200956928,0,0,0,0,0,0
Azerbaijan,1991,21.309611796273998,14537.607776077095,102.89718540389279,0,0,0,0,0,0
Azerbaijan,1992,22.58947477040996,15850.661561836263,109.96003508962575,0,0,0,0,0,0
Azerbaijan,1993,20.138005570144195,16551.15367602857,109.73123224093268,0,0,0,0,0,0
Azerbaijan,1994,19.967126984862425,16858.748811360474,110.90620004146852,0,0,0,0,0,0
Azerbaijan,1995,22.00438479981868,17047.268538151577,110.20413038610614,0,0,0,0,0,0
Azerbaijan,1996,22.34970079260407,17713.806667977013,113.07151483791726,0,0,0,0,0,0
Azerbaijan,1997,22.012987143360096,16019.655013593294,100.18200931230503,0,0,0,0,0,0
Azerbaijan,1998,16.504317039271704,18236.03566249792,111.16644459024978,0,0,0,0,0,0
Azerbaijan,1999,22.347520698802004,16956.56727168848,102.34804139500666,0,0,0,0,0,0
Azerbaijan,2000,22.56121221314108,21094.005353362616,124.49824746747151,0,0,0,0,0,0
Azerbaijan,2001,18.838774385774432,21656.322472221513,124.8545145716549,0,0,0,0,0,0
Azerbaijan,2002,22.715537953829624,18974.172140907234,108.94097355344708,0,0,0,0,0,0
Azerbaijan,2003,25.306050150744333,14960.665738869135,81.67718191259532,0,0,0,0,0,0
Azerbaijan,2004,23.63137233470694,15990.08201669615,88.39420376342436,0,0,0,0,0,0
Azerbaijan,2005,13.07222478804761,21046.679899972813,111.35580776850482,0,0,0,0,0,0
Azerbaijan,2006,24.943628157444916,15945.131036742052,83.25671599065124,0,0,0,0,0,0
Azerbaijan,2007,17.26283480829871,23093.053317973423,119.9922826895376,0,0,0,0,0,0
Azerbaijan,2008,21.822560849838275,19103.50363586797,97.03632736801657,0,0,0,0,0,0
Azerbaijan,2009,23.234104631345815,21259.104041794264,102.65746430022512,0,0,0,0,0,0
Azerbaijan,2010,24.681546350683785,22783.070463231477,109.5467564082254,0,0,0,0,0,0
Azerbaijan,2011,21.95667374553979,24411.819529503126,114.69623662591711,0,0,0,0,0,0
Azerbaijan,2012,18.742831395276003,21820.44058804405,102.63009082478946,0,0,0,0,0,0
Bahamas,1990,20.152763125636728,19252.573384666746,140.62851784968174,0,0,0,1,0,0
Bahamas,1991,17.69818802256259,16812.768707278283,119.00077409382475,0,0,0,1,0,0
Bahamas,1992,14.083960644697779,15728.78538181446,109.11454930472615,0,0,0,1,0,0
Bahamas,1993,27.983655661660492,17443.21424696184,115.64543662801596,0,0,0,1,0,0
Bahamas,1994,29.56993388210411,15983.759447278551,105.15003470957663,0,0,0,1,0,0
Bahamas,1995,18.69400261256449,20798.07102595503,134.4516469599984,0,0,0,1,0,0
Bahamas,1996,19.946865343309714,18470.254763628487,117.90010609866508,0,0,0,1,0,0
Bahamas,1997,21.527433603692636,22288.06903297527,139.38274810039013,0,0,0,1,0,0
Bahamas,1998,21.11573993437798,21577.0990238478,131.53348827813977,0,0,0,1,0,0
Bahamas,1999,21.239283807349366,19341.206368655345,116.74147003524895,0,0,0,1,0,0
Bahamas,2000,15.922395924380023,19158.389115591293,113.07410940856583,0,0,0,1,0,0
Bahamas,2001,15.491388147797705,22082.909302207037,127.31390220077901,0,0,0,1,0,0
Bahamas,2002,18.85179318053108,20217.563348428128,116.07995425042759,0,0,0,1,0,0
Bahamas,2003,24.64306217660807,22595.946010336887,123.36170227896382,0,0,0,1,0,0
Bahamas,2004,21.81390013524343,24384.121974792382,134.79699755019396,0,0,0,1,0,0
Bahamas,2005,19.57318607635306,20706.506042244422,109.55598305082465,0,0,0,1,0,0
Bahamas,2006,18.612629609241132,21769.452949777256,113.66812585829804,0,0,0,1,0,0
Bahamas,2007,18.710695324540893,22047.296929478387,114.55849727948868,0,0,0,1,0,0
Bahamas,2008,22.827953500644057,22333.60506500613,113.44364121390458,0,0,0,1,0,0
Bahamas,2009,17.860124278880022,21498.247670667053,103.81225795923213,0,0,0,1,0,0
Bahamas,2010,24.360748959758748,20802.942538625994,100.02580128657253,0,0,0,1,0,0
Bahamas,2011,21.899245494916237,22960.717504129716,107.87839410215814,0,0,0,1,0,0
Bahamas,2012,23.57907129924815,26601.48398203819,125.11721319901564,0,0,0,1,0,0
Bahrain,1990,24.337996882880212,1737.061084465778,12.688190863738477,0,0,0,0,0,0
Bahrain,1991,27.6858043828636,1584.8164103847769,11.217330287232357,0,0,0,0,0,0
Bahrain,1992,24.92687621875417,1770.1583955819192,12.280035034060376,0,0,0,0,0,0
Bahrain,1993,25.50712068569586,1588.3064413295785,10.530191815917284,0,0,0,0,0,0
Bahrain,1994,26.107561582591927,1661.8395599496205,10.932502330683057,0,0,0,0,0,0
Bahrain,1995,26.160855652309095,1533.556064756269,9.913858759048368,0,0,0,0,0,0
Bahrain,1996,27.911780346569362,1640.8033426295199,10.473644822918578,0,0,0,0,0,0
Bahrain,1997,23.179621097165008,1681.6400234112289,10.516460956392335,0,0,0,0,0,0
Bahrain,1998,24.924012730429947,1918.5240932926467,11.6952777598847,0,0,0,0,0,0
Bahrain,1999,19.58721867192118,2350.6255147479833,14.18812626593785,0,0,0,0,0,0
Bahrain,2000,28.257434694389865,1930.9297086989789,11.396477847085414,0,0,0,0,0,0
Bahrain,2001,22.234446079229524,1838.9319006470596,10.60193622809806,0,0,0,0,0,0
Bahrain,2002,20.148746219442714,1821.9909683385251,10.461034527480368,0,0,0,0,0,0
Bahrain,2003,23.51166387798234,2320.9736382892233,12.671266732226089,0,0,0,0,0,0
Bahrain,2004,18.447768033833228,1978.2519329466895,10.935904160697255,0,0,0,0,0,0
Bahrain,2005,29.37336780991336,1828.77336423662,9.67585083100722,0,0,0,0,0,0
Bahrain,2006,28.089338185418903,2219.5997197232678,11.589530562784718,0,0,0,0,0,0
Bahrain,2007,21.400597499178915,2437.603904744918,12.66587197439257,0,0,0,0,0,0
Bahrain,2008,29.933685069936598,2857.6542027603537,14.515466587134402,0,0,0,0,0,0
Bahrain,2009,13.938594219208666,2161.14821694126,10.43590527107735,0,0,0,0,0,0
Bahrain,2010,25.276652033216862,2250.9741939343617,10.823252383917437,0,0,0,0,0,0
Bahrain,2011,23.899434345764693,2248.4574495183856,10.564128878701236,0,0,0,0,0,0
Bahrain,2012,27.341092591192805,2234.797238569691,10.51112797855542,0,0,0,0,0,0
Bangladesh,1990,19.255097979271167,38561.901378379756,281.67159412705246,0,0,0,0,0,0
Bangladesh,1991,22.247175774994474,33284.32968469624,235.58647993285348,0,0,0,0,0,0
Bangladesh,1992,20.430422406942107,29621.96200855719,205.495017932057,0,0,0,0,0,0
Bangladesh,1993,14.805286765571921,35634.90170702443,236.25311876353558,0,0,0,0,0,0
Bangladesh,1994,22.37568828880959,30566.910908487174,201.0860932682022,0,0,0,0,0,0
Bangladesh,1995,19.288069774904095,40733.362659224505,263.3257521294647,0,0,0,0,0,0
Bangladesh,1996,19.90252561436402,44810.12805953206,286.0338917965054,0,0,0,0,0,0
Bangladesh,1997,19.893965321742474,43630.172504106595,272.84971769959816,0,0,0,0,0,0
Bangladesh,1998,15.725520782891525,38213.44635211942,232.94827039856094,0,0,0,0,0,0
Bangladesh,1999,18.152273061310055,37728.839802069146,227.72727498301225,0,0,0,0,0,0
Bangladesh,2000,20.800080679238807,46856.217899905554,276.5485697841773,0,0,0,0,0,0
Bangladesh,2001,21.266918533114858,43111.95409330418,248.55199249361766,0,0,0,0,0,0
Bangladesh,2002,19.36328871425314,44858.21691590959,257.5552591385542,0,0,0,0,0,0
Bangladesh,2003,22.36015722295758,37371.2790226263,204.0270672652655,0,0,0,0,0,0
Bangladesh,2004,21.960275826444086,42305.505203114975,233.86755886142842,0,0,0,0,0,0
Bangladesh,2005,16.315792985102938,50870.817960500965,269.15223934410034,0,0,0,0,0,0
Bangladesh,2006,17.250046970184275,50690.576072699165,264.6783451175403,0,0,0,0,0,0
Bangladesh,2007,19.326378793348475,45388.79081512451,235.84168552479053,0,0,0,0,0,0
Bangladesh,2008,18.501712652289925,49363.716370489776,250.74320570364455,0,0,0,0,0,0
Bangladesh,2009,18.305470308729326,42834.318158354385,206.84138327377136,0,0,0,0,0,0
Bangladesh,2010,9.55524419202741,62715.98013802915,301.55427075430794,0,0,0,0,0,0
Bangladesh,2011,21.320379336094398,55575.49979682907,261.1153448679643,0,0,0,0,0,0
Bangladesh,2012,17.146305427699748,45373.74514761711,213.41052059747682,0,0,0,0,0,0
Barbados,1990,20.679270743530328,11234.813093663939,82.06358091009584,0,0,0,1,0,0
Barbados,1991,22.90649405253568,13107.668517412629,92.77607557059348,0,0,0,1,0,0
Barbados,1992,22.486237477208594,14274.64079515305,99.0267817279037,0,0,0,1,0,0
Barbados,1993,21.128586237227086,15152.133421240103,100.45597448592174,0,0,0,1,0,0
Barbados,1994,21.119431221032603,12522.196705760956,82.37795511087336,0,0,0,1,0,0
Barbados,1995,13.21670579699556,13688.672664509879,88.49208093110408,0,0,0,1,0,0
Barbados,1996,21.952440524584365,13294.229357138458,84.8602832914416,0,0,0,1,0,0
Barbados,1997,19.003770981487236,13750.087497401917,85.98883013029035,0,0,0,1,0,0
Barbados,1998,17.885643240426646,16032.28278675645,97.73241887952354,0,0,0,1,0,0
Barbados,1999,16.63699801145486,16032.677914715841,96.77154323728574,0,0,0,1,0,0
Barbados,2000,19.53834698606487,20076.358677825032,118.49202790304294,0,0,0,1,0,0
