Country,Year,CO2_emissions,Energy_Efficiency,Financial_Expansion,GDP_constant_USD,RDE
Brazil,2020,828.9914447829395,9.12821634861186,83.67783132719254,925075566679.2778,1.427842244246517
Brazil,2021,1020.9574338014459,9.265302495589237,84.70780064971736,925462962810.2504,0.4916888718396939
China,1990,20959.42777501042,5.0908929431882415,111.77564361842282,4770387570777.382,0.13483444074849793
China,1991,27120.224428543195,4.704366429004992,113.40937738102465,5224763987060.866,0.9121442272311285
China,1992,29698.17886754998,4.697520944145992,111.41066351050259,5531466894030.47,0.338294394605237
China,1993,25245.759025254254,5.145200811599462,114.79650578356006,5622886099109.664,0.6078898108909485
China,1994,26179.68034663394,5.517215757953327,120.0041805716333,5372137549971.304,1.4295130602738628
China,1995,27868.229894132077,5.547110259952578,121.37086424265118,5879924515350.388,1.7377386463010103
China,1996,31426.937203862202,4.764139964995048,115.61628714094614,5983798671231.029,1.9869637959068667
China,1997,31467.36926448581,4.870808051417499,120.98733789366587,5750562258226.962,1.552979915154656
China,1998,43609.16970718298,4.96426930946056,124.12179221347536,6294215980891.612,0.5982230837432801
China,1999,34640.07959173437,5.619223410494177,125.07612892300344,6445016890894.98,1.2934480670044906
China,2000,37372.941574796656,5.1677158030594335,122.65202367681725,6235888599088.26,0.6123782510960755
China,2001,45617.94695801127,5.461138625997263,129.4481130354165,6910710959192.782,1.1555378955209035
China,2002,36226.10386396807,5.352517693818864,124.95242987798045,6852294641545.923,1.6171494420491612
China,2003,51447.0484454106,5.843928577002587,133.6486439022045,7256118716125.276,0.8773332705364333
China,2004,39513.84157542224,5.848318562587726,130.28184148317314,6755974197735.495,2.1299751199917063
China,2005,41387.65567979297,5.266922005156278,129.19492746686092,7504574086849.721,1.2692826511625355
China,2006,55199.774968979276,5.676029796674974,134.70061170089366,7722754532878.9795,0.3040706369186139
China,2007,50366.58568410368,5.750768617754204,137.4701574099527,7834916669305.606,1.5752165763729296
China,2008,63971.1453137612,5.333591844264493,140.09361155478513,7591808186439.211,1.8012381288262798
China,2009,91115.92480607262,5.719963930777766,140.51966877257703,8084161715488.918,1.7711646058158124
China,2010,62409.33515122297,5.437995156851535,138.75582952639945,8312004273454.054,0.2973620736658249
China,2011,63496.971901972254,5.672644634707576,139.36541252128285,8121962384777.953,1.3407498471949226
China,2012,76385.79768073873,5.197348188749214,146.22600560659657,7910315207449.409,0.8564003469636521
China,2013,71422.26376527899,5.405821027496843,145.72890475819,8678144552368.325,0.27922967648691277
China,2014,60796.863788180155,5.751354631568148,146.40635121610106,8214446280205.003,1.438602793146234
China,2015,85468.47729278906,5.520832251262075,146.88971420705636,9008287920422.615,0.2647584008187585
China,2016,73837.32185916125,6.242648414677925,152.35980120512207,8477562161639.757,1.561545832796766
China,2017,84749.78079463463,5.560242898164595,150.9922666470612,8739075523617.332,1.600651437670131
China,2018,125700.15004572782,5.619933896945943,156.54865280663194,9347381586580.314,1.649583525061114
China,2019,103562.46175941335,5.617730989501157,152.0597267865126,9274826058369.984,1.6914768319751754
China,2020,99457.62731055502,5.516072640506916,150.46002642021753,9038673814198.268,0.1855304848698373
China,2021,117350.10602006796,5.527834160651001,156.41615875116833,9625077745069.27,1.094290718639188
India,1990,2228.648302008211,3.933851649237973,48.98504734397373,1934640373982.0032,1.3932852059096548
India,1991,2488.206979847514,4.155859915714236,51.53136258580088,2034170198613.0532,1.898628666495477
India,1992,2548.7726646077,3.7229344270814293,48.7056874740043,2153643049903.2163,1.449080484233263
India,1993,2679.916036796268,4.165474177875879,53.38169926206522,2275970192630.6406,1.4509052587289417
India,1994,3350.8339945853277,4.165616789315935,60.41464808776525,2230648647470.1,0.910815539381626
India,1995,3226.8497946387965,3.9689756302937615,60.94875310969454,2201373389145.852,0.14887106504523434
India,1996,3410.322706005325,3.9618547747734,55.18164827621656,2434214561890.989,1.5631480472647166
India,1997,3447.418622749822,4.513480930384849,58.32034572571307,2476887192600.54,0.4726230419374179
India,1998,4535.231454221769,4.546834739267264,66.90505142000673,2542152458406.933,0.9664971215139956
India,1999,3731.241801526896,4.700757325603564,67.08412751843012,2499564099224.2666,1.0008874574875386
India,2000,4093.2432667350404,4.5545428740846825,61.03123868835932,2665226477625.7896,1.9953611040270902
India,2001,4098.185899231681,4.7255232284962005,65.39201678734163,2612133193874.143,0.12275906810862657
India,2002,4423.959836531607,3.951286676786134,66.19313637590415,2830263897586.039,2.0951301308066905
India,2003,4842.32665852096,4.338445521978319,67.43210771698064,2816650744983.204,0.7901955452768236
India,2004,5019.1185684770735,4.67237452943768,73.91579043725848,2888995241525.8784,1.7581980998685633
India,2005,4400.273505594581,4.499528882323736,71.91530501373377,2771692040404.8267,1.9641787837924296
India,2006,4641.161913130238,4.097067016427606,70.42991682052836,2915870843715.415,1.6991723266066918
India,2007,5007.317242540669,4.7109691314591196,71.22763006364194,2894400255446.729,1.8259061245097483
India,2008,4769.348171396556,4.1213487806419,72.84837714085192,3143522605964.201,2.1719431148524686
India,2009,5722.281548841022,5.017248577383859,83.36001063822872,3238219064118.8555,1.6820941890437775
India,2010,7659.374539938555,4.183500716698669,82.77146915927437,3160403067369.893,1.2726489244451908
India,2011,5972.83345840525,4.622625104290859,76.61353644767419,3133250379231.805,1.0841873481876652
India,2012,6950.191875964945,4.278817916268072,79.17526246777105,3172692687526.3696,1.4633416344437336
India,2013,8425.628014422871,4.564870579523704,82.3571208628186,3536214321384.3955,1.9240581691978667
India,2014,6699.585308597542,5.183222539440611,81.12154474689817,3344916968450.6914,2.136745536086042
India,2015,8773.228073774628,4.803854284401321,92.19302535619099,3350828797657.389,1.1985054727573126
India,2016,9125.727710998432,4.975748688984617,88.54541064767773,3606065915176.154,1.4178719681765333
India,2017,9720.860294878443,4.59096318959223,95.0041148407656,3455451589683.608,1.9695539461709244
India,2018,7336.804749654101,4.960132597801537,89.77381182981132,3663681685025.1426,0.4950544354198988
India,2019,10353.310720455227,4.447734636964985,98.24394807666167,3771287385832.226,2.171042563407166
India,2020,8957.254014568352,4.93609636634412,93.09527616286327,3875301451327.503,1.8089695413845923
India,2021,12157.452184616264,5.252537242923169,100.99799913291923,4018617893214.623,1.624010967615556
Indonesia,1990,971.7582739449384,5.918243036290619,64.32728483354013,1011341519593.5791,1.9187341679508576
Indonesia,1991,870.482207672946,5.680416891103528,62.44130715352135,1080189441319.4393,0.8998707989251452
Indonesia,1992,808.8557739026311,6.402118923135708,66.38328704711138,1109810926168.348,1.0842556355694377
Indonesia,1993,863.2318053671629,6.454722376255053,67.62901009130077,1041644929134.951,2.1994071139008744
Indonesia,1994,985.4864793615039,6.1754317056026276,68.6898741518051,1175623325752.2773,2.0840080327530988
Indonesia,1995,1232.7164220864995,5.779159415151495,72.04051027258723,1144312575560.6606,1.3729667323468482
Indonesia,1996,1132.4725475589457,6.351700684405857,70.18128240457895,1147979851049.4087,0.852141707868965
Indonesia,1997,1022.7349852552738,6.482318391735639,70.70163501111993,1212457231809.3591,1.8895811506689344
Indonesia,1998,1390.638365371333,6.300937971535387,75.76653602658345,1246436448008.0361,0.9473140190460339
Indonesia,1999,1438.2663109984637,5.98296416150891,69.8637147558677,1295918130548.6013,0.13054379790255205
Indonesia,2000,1253.1415636701427,6.389917686854633,73.92244045099733,1280576382644.8577,1.018697336249831
Indonesia,2001,1426.6260582744837,6.6136530127411435,75.4654278232127,1331860602058.2551,1.4063820704785344
Indonesia,2002,1101.5568423013638,6.809520623657642,74.47073480929038,1409281464389.5571,2.0458340128391383
Indonesia,2003,1483.6482490612343,6.870032575285476,79.4261809399287,1384319870117.1184,0.7903783816037673
Indonesia,2004,1619.4725666074414,6.160145618778193,76.75863328108665,1438942921312.9749,0.3706474160123634
Indonesia,2005,1666.4885417347714,6.295667283323864,86.46788409906011,1403872612237.876,1.095319444552032
Indonesia,2006,1689.1846663447561,6.15231987120163,80.92289018808671,1504798545301.1118,0.1858240941596056
Indonesia,2007,1627.0981228786113,6.098702533757056,81.706358711006,1461228583125.7888,1.0676354128687242
Indonesia,2008,1795.1833104863115,6.404269861048076,87.03417270854857,1494775392634.492,1.5498291401216673
Indonesia,2009,1915.5820359817715,6.9908724005318135,84.11077959854863,1628651843984.7642,0.6814430611091278
Indonesia,2010,1989.0877782174437,6.848259690383658,86.84521019356377,1648992204766.89,0.5396335790070916
Indonesia,2011,1776.6398333330744,6.498913639569772,91.12534716133148,1649275527759.438,1.6696889700808888
Indonesia,2012,3254.695957889165,6.412436944344021,95.13349585884552,1583089411679.839,1.9799343591431187
Indonesia,2013,2783.70758930251,6.637412366823455,94.82617266455023,1623612069916.422,0.6091880576329323
Indonesia,2014,2225.578880714743,6.597284163104622,91.20071197777726,1680309835723.2935,0.7763662477246744
Indonesia,2015,2330.7914761884895,7.140527280739895,98.4359245355405,1683458373068.3687,1.5261148702034284
Indonesia,2016,3081.412935347395,6.778442198929057,94.86920288087424,1831472480472.1062,1.2279237378189505
Indonesia,2017,3111.9357744875633,6.437580302795563,98.33775905798724,1797630377867.5723,0.8624728224371337
Indonesia,2018,2554.1526230130125,6.910778304668912,100.56096725897847,1866848772405.0144,2.1716820224652573
Indonesia,2019,3371.752299433118,6.522859139184332,100.95957728384508,1795533322380.0156,0.4374308838450669
Indonesia,2020,3134.507942535526,6.685095168693848,101.73373595294755,1840447734569.748,1.983207391715493
Indonesia,2021,2929.29549285513,7.412378616908606,102.62038902168052,1912706587609.0046,0.9354967579960575
Mexico,1990,828.086517581338,7.365507125893981,48.1707207094928,1256336451993.0442,0.6415959367943737
Mexico,1991,732.1227209445291,7.08676289301393,47.216126894699,1289070872256.1697,0.6879560966865967
Mexico,1992,696.4577413402918,6.747043748557523,46.23679236404244,1306279501102.0144,0.9934165210944752
Mexico,1993,797.4967648091296,7.200620042441632,47.38630553240256,1257620656675.888,1.320600264987486
Mexico,1994,842.4867942172783,7.101140101854818,51.32589432551586,1297546348932.8528,0.20882942732709653
Mexico,1995,812.0125994074377,7.639960232389946,50.72353844974723,1319745745925.2417,1.8007363362947333
Mexico,1996,793.8802909781347,7.361502722223929,56.602278598896866,1381257116714.5488,1.350841355276473
Mexico,1997,963.2683338940587,7.639529144247826,58.806194077877294,1430055672302.0427,2.126556512399677
Mexico,1998,1192.5025266190323,7.470867475203645,61.38340456821038,1432095426854.649,0.4805894389478863
Mexico,1999,1017.1070958281952,7.611828776758272,54.89772376626289,1535349702448.6184,1.7700613549057695
Mexico,2000,1161.6737647912203,6.963655942865705,56.64265797930993,1513453861927.4482,1.8106069124859026
Mexico,2001,1453.3823455737343,7.707200540813108,60.424451074226354,1573469345266.111,1.814858822890312
Mexico,2002,1360.0626028465742,7.2369444294249075,62.626797856696065,1622066817078.6597,0.7328935357446984
Mexico,2003,1550.3762537647415,7.789574573274568,63.338912213732115,1623333077550.4893,1.2414610083393762
Mexico,2004,1160.0091282891403,7.544237995913992,62.16898040708364,1773262847708.3586,2.073647459588298
Mexico,2005,1704.168690062331,7.744025189270296,68.70072755928514,1677233340643.4294,1.2202682931502753
Mexico,2006,1661.9398064639004,7.768597211224531,65.51674879732751,1845955322749.85,0.7546163423706513
Mexico,2007,1564.9147972117216,7.579889684871317,73.12458685740691,1727476077174.1228,1.941207837199674
Mexico,2008,1523.864527349476,7.861257304672013,68.10631736955207,1818816707162.6995,1.8775498126424883
Mexico,2009,1657.7644892232695,7.219917427348774,70.79251395232642,1940010446912.8674,1.6167303936254394
Mexico,2010,1885.5454941428404,7.741147632885297,76.939484444671,1962247015016.8464,1.2397213310299522
Mexico,2011,1772.5153426330505,8.038450561333628,77.3339179476612,1893720513406.3586,0.9417879752036438
Mexico,2012,2463.643384094072,8.107283339611815,74.5335140311608,1984431556085.911,1.3310826472352744
Mexico,2013,2355.7233806242034,8.062123908944152,83.82118282483613,1930272745278.8665,1.286779685537339
Mexico,2014,2974.1105589896215,8.142499381177295,83.07238634313399,2104588730048.1904,0.4203319901199488
Mexico,2015,2946.4307299776606,7.986444235624723,86.84367014769015,2084067440973.501,2.0436938771042303
Mexico,2016,2899.3286095816657,7.393238045840755,88.84841198962334,2125499289731.9229,1.8616859815364617
Mexico,2017,2840.9708114656914,7.70900270387013,81.04761638822032,2191825024643.7986,0.803914207456392
Mexico,2018,3179.0038318228503,7.3446320230046025,85.33499171691145,2274870041450.441,0.936154256540981
Mexico,2019,3172.81256476003,7.716953201896228,90.87501248109749,2209520041135.7217,1.0496576758685952
Mexico,2020,2240.1542410279067,7.852439516132693,86.40857020379799,2217209899630.3154,0.470412671663069
Mexico,2021,3376.883068934008,7.792393899116632,92.30588350278043,2412078310687.3716,1.427755004631014
Russia,1990,615.3134294561888,9.16353737201671,26.780359668697514,1522095113054.1333,2.118247666685856
Russia,1991,636.3405095835196,9.526874251845946,31.521950103312427,1579665625299.3606,1.3503085363720921
Russia,1992,666.6386983514051,9.309960470399178,30.099055930955856,1622576170565.0774,1.985914007825499
Russia,1993,812.845718896389,9.062066945109999,35.14841133262617,1663174262072.708,0.23798814279953998
Russia,1994,1030.8217496866075,9.073288834748027,36.2439026932758,1841374548911.746,1.0256017685702792
Russia,1995,798.8707875956152,8.831928130495271,41.11785621013517,1776564205251.251,2.086842470480629
Russia,1996,1128.835616440949,8.950744673143554,40.439995432390155,1864080798913.6172,0.9583417593060024
Russia,1997,1096.1648592298732,8.93197216193295,37.810747965880715,1844445784148.674,1.51097476155733
Russia,1998,1047.2684897242127,8.844108581984575,44.999160853731894,1888710570690.4656,0.4749437903141006
Russia,1999,1251.2029771726877,9.013172190999454,45.72266931855659,1950606491008.699,1.8969625830232002
Russia,2000,1371.5086865677895,9.197183529618455,46.68085136570646,2148685731829.9343,0.530467020373224
Russia,2001,1194.3278986542146,8.915508530854469,43.578862551460276,2024366809323.0847,0.1557176281350214
Russia,2002,1176.0159283861212,9.443041560969691,47.21424550592498,2106680350675.5396,1.9746105932616473
Russia,2003,1586.0062023538449,9.269692408167268,50.40294942514808,2170495771595.1196,0.6629336457280401
Russia,2004,1527.1854708815563,9.32941165219124,51.5204718085198,2300206631863.3228,1.0158657111841651
Russia,2005,1697.476848489042,9.090113175766453,56.18467975897913,2381156544245.0645,1.1236055163239789
Russia,2006,1668.015916567998,9.779855255947316,53.25213504469234,2461429967328.5205,0.14718554747224655
Russia,2007,1322.8042026124092,9.267887685433202,51.89356074072824,2448248337909.997,1.8533534972785284
Russia,2008,1742.4624726710956,9.565690182302685,53.71679285848303,2583356697325.356,0.6718453856906748
Russia,2009,1662.9553473526466,9.624178002515794,60.01420388351864,2455242671436.626,1.8424577877851236
Russia,2010,1843.6529254540492,9.11099582865848,56.36885630068807,2484843845570.715,1.9900391478810209
Russia,2011,2025.2026356391245,9.795036674546257,58.253712786234495,2634214797201.0967,2.0202650864424156
Russia,2012,2322.6685983803245,9.543138528249498,63.18917705282838,2634425451411.335,0.19862853022761562
Russia,2013,1922.873620951656,9.793152109466387,61.95349109681321,2591188759806.9546,0.9175207894881507
Russia,2014,2245.2726263983773,9.57567271646495,68.19045905184245,2693848516359.297,0.7239556028086676
Russia,2015,3298.3974920903975,10.186829739324757,69.8257209721025,2845827926301.542,0.5513747950405893
Russia,2016,3445.083667065035,9.542264044299824,69.95077930700255,2714480956865.454,0.20799420831692575
Russia,2017,2442.591829178059,10.080912203745822,66.56598253133772,2847997030780.5923,0.2577893416451984
Russia,2018,3172.858054609229,9.835491316206198,73.88402396427736,3011178769826.341,1.0131374110678673
Russia,2019,2632.1181339522755,10.064696470854425,71.22145137229963,3081585230987.5195,1.339484400425083
Russia,2020,3477.2669739459698,9.491582073326635,79.17313575462242,2997736064669.768,0.387319124929819
Russia,2021,3560.083981501311,9.971900947378359,80.22945835876408,2990769048425.3657,1.6376722614600787
Turkey,1990,306.66709335794167,8.158783366710717,36.92276564517852,824524891828.9161,1.8833108682871706
Turkey,1991,288.5558178299263,8.517668007996646,40.940593396866134,801027658005.9352,0.1827963038738624
Turkey,1992,275.37841607716496,8.485248317415666,34.80575345127333,865432774629.3304,1.292684984160522
Turkey,1993,423.56516612796094,8.561058245165368,43.94266489113434,909007348236.8336,1.0958498549806739
Turkey,1994,352.1021239324081,8.46454939853507,39.19100473243255,928439021528.6427,1.8407224957164225
Turkey,1995,345.597781960458,7.77056688577728,38.26953201629209,895160813030.4686,1.5622064293440936
Turkey,1996,430.7977931967243,8.404766771528761,39.653563407989424,928884196579.7053,0.7621097094442817
Turkey,1997,465.34228563779305,8.33589137643701,49.35977748236187,950455242283.8243,1.3933126951828396
Turkey,1998,522.8039362147588,7.764400781556538,50.7009887390093,965509579895.5604,0.144665762785813
Turkey,1999,592.8604978859038,8.568783235773665,53.479341105333376,1060609278168.9103,0.8364948124485914
Turkey,2000,485.6712566724576,8.201930913609242,49.79875620303909,1067787582048.8372,1.4177614727585772
Turkey,2001,581.0271153128007,8.567582301588892,48.88777145768302,1055632385042.2804,0.33199563757592876
Turkey,2002,545.1958322084604,8.147238991654081,50.9630812045599,1072182890751.3164,0.5905762772048109
Turkey,2003,536.95571992377,8.56964728269307,51.68253887865064,1099137123164.1567,2.094918486295473
Turkey,2004,612.3507313170791,8.009411002312259,55.175807757849284,1168528793637.6064,1.946148445880546
Turkey,2005,795.2100545392909,8.117033946092075,62.411686261369766,1173155721148.4421,0.5865105729052311
Turkey,2006,650.8063160667768,8.629646648992368,60.07736794878859,1236419442057.5989,1.176645873134668
Turkey,2007,722.2364436336607,8.196438262144254,63.29584473566753,1174234734055.6772,0.8352630442501332
Turkey,2008,844.1573439257734,9.009102630140811,65.83785884963426,1177526217752.6106,2.048279794709947
Turkey,2009,824.4469591129749,8.223895906339855,66.65833124990618,1280620189627.5562,0.5713252008569875
Turkey,2010,762.217825831939,8.636974422893413,65.92939934841704,1244648654697.296,1.3181810364594035
Turkey,2011,849.4516916383009,9.085651498229755,70.1212761726545,1354692749614.9146,1.799983756922244
Turkey,2012,722.9960637916347,8.710857370609139,63.8698675991141,1348616135028.8623,0.9577517474484672
Turkey,2013,823.2131592804435,8.68587573507877,65.31046215907648,1382206399370.697,0.5623847240946038
Turkey,2014,1413.3531572238146,8.296130859490301,74.51206914048768,1401216405879.5605,1.1398077067293462
Turkey,2015,1033.0415534081149,8.597809207902193,74.28016152559064,1445455335229.5212,1.2880371243911615
Turkey,2016,1175.3356477043085,9.158629986355157,76.97426021606928,1390824825672.1257,1.4827488527826937
Turkey,2017,1187.5958708859073,8.9901407717603,76.68611378215184,1476593867649.7124,1.6807049430710468
Turkey,2018,1225.479826007566,9.220870759198927,80.71843527745231,1421746671499.1404,0.1614192943725742
Turkey,2019,1114.6496579523841,9.113508256291606,75.10759896048309,1471333780597.1677,1.8177307506500309
Turkey,2020,1227.0869570986777,8.907467733760836,75.06385871716833,1570484395049.5767,0.7027800796673168
Turkey,2021,1426.4972931955201,8.68980358106416,82.84005703099612,1564352008571.3738,1.2339692974032965
